3.81,,4.77,0,,
2.72,,4.74,0,,
0,,4.6,0,,
1.63,,4.41,0,,
134.45,,3.75,1,,
21.79,,3.95,0,,
0,,3.66,0,,
0.54,,3.4,0,,
1.63,,3.24,0,,
5.45,,3.29,0,,
125.75,,3.47,1,,
4.36,,3.67,0,,
11.44,,3.87,0,,
53.92,,4.03,0,,
4.9,,4.16,0,,
0.54,,4.25,0,,
121.15,,3.63,1,,
0.54,,4.27,0,,
3.81,,4.32,0,,
54.47,,4.29,0,,
119.83,,4.18,0,,
13.61,,4.1,0,,
134.12,,3.49,1,,
0,,4.35,0,,
15.25,,3.36,0,,
2.72,,3.31,0,,
89.87,,3.2,0,,
30.5,,3.7,0,,
129.51,,3.5,1,,
59.37,,3.41,0,,
88.78,,3.35,1,,
251,,4.15,0,,
9.26,,4.2,0,,
0,,4.21,0,,
119.45,,3.69,1,,
8.17,,4.08,0,,
13.07,,4.31,0,,
1.09,,4.21,0,,
0,,4.19,0,,
0,,4.71,0,,
126.45,,3.76,1,,
0,,4.25,0,,
0,,4.35,0,,
1.09,,3.47,0,,
3.81,,3.46,0,,
0,,3.56,0,,
112.45,,3.35,1,,
0.54,,3.46,0,,
102.94,,3.17,0,,
1.09,,3.56,0,,
64.27,,3.21,0,,
3.81,,3.37,0,,
117.45,,3.39,1,,
32.14,,3.08,0,,
1.64,,3.78,0,,
0,,3.19,0,,
113.45,,3.64,1,,
64.27,,3.48,0,,
111.52,,3.35,1,,
0,,3.61,0,,
0,,3.19,0,,
0,,3.41,0,,
0,,3.18,0,,
0,,3.2,0,,
126.45,,3.35,1,,
0,,3.19,0,,
0,,3.57,0,,
0.55,,3.49,0,,
2.72,,4.12,0,,
0,,4.29,0,,
119.26,,3.45,1,,
0.51,,3.07,0,,
26.02,,3.08,0,,
0,,3.05,0,,
51.53,,3.08,0,,
0,,3.09,0,,
128.45,,3.35,1,,
19.39,,4.18,0,,
40.81,,4.2,0,,
37.24,,4.23,0,,
100.51,,4.17,0,,
0.51,,4.57,0,,
130.45,,3.38,1,,
1.02,,3.12,0,,
0,,3.56,0,,
1.02,,3.18,0,,
7.65,,3.27,0,,
9.18,,3.45,0,,
121.45,,3.39,1,,
59.7,,4.21,0,,
52.55,,4.37,0,,
2.55,,4.29,0,,
0.51,,4.56,0,,
0,,3.65,0,,
118.26,,3.89,1,,
1.02,,3.8,0,,
16.33,,3.4,0,,
31.63,,3.1,0,,
231.63,,3.24,0,,
53.06,,3.3,0,,
116.45,,3.35,1,,
2.04,,3,0,,
2.04,,3.1,0,,
29.08,,3.11,0,,
19.9,,3.18,0,,
2.04,,3.17,0,,
124.45,,3.36,1,,
0.51,,3.41,0,,
131.12,,4.12,0,,
118.37,,4.19,0,,
42.86,,4.31,0,,
17.35,,4.11,0,,
118.45,,3.39,1,,
6.63,,3.3,0,,
131.12,,3.12,0,,
121.94,,3.14,0,,
184.18,,3.25,0,,
114.8,,3.28,0,,
112.52,,3.37,1,,
5.1,,3.45,0,,
3.06,,3.12,0,,
16.32,,3.24,0,,
37.76,,3.09,0,,
94.9,,3.09,0,,
107.52,,3.39,1,,
37.76,,3.45,0,,
10.2,,4.21,0,,
13.78,,4.23,0,,
6.63,,4.29,0,,
18.37,,4.17,0,,
113.45,,3.84,1,,
19.39,,4.09,0,,
0.51,,3.21,0,,
3.57,,3.19,0,,
2.04,,3.17,0,,
1.53,,3.15,0,,
102.13,,3.38,1,,
1.53,,3.27,0,,
1.02,,3.25,0,,
0,,3.23,0,,
